question_type,multiple_choice_answer,answers,image_id,answer_type
is the cat,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20033,yes/no
is the cat,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20033,yes/no
are there any,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20008,yes/no
are the people,no,"[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20008,yes/no
what is,butterfly,"[{'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 10}]",20008,other
is she,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20134,yes/no
why is the,hungry,"[{'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'hungry', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'hungry', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': ""he's hungry"", 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'hungry', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': ""he's hungry"", 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': ""he isn't"", 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'hungry', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'hungry', 'answer_confidence': 'maybe', 'answer_id': 10}]",20134,other
is the man,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 's', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20134,yes/no
what is,toys,"[{'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'toys', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'toys', 'answer_confidence': 'yes', 'answer_id': 10}]",20035,other
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20035,number
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20035,yes/no
where is the,park,"[{'answer': 'park', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sidewalk', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sidewalk', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'park', 'answer_confidence': 'maybe', 'answer_id': 10}]",20099,other
what are the,walking,"[{'answer': 'walking', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'walking', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 10}]",20099,other
why is the,summer,"[{'answer': ""it's almost night time"", 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'cloudy day', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'reflection', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'season', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': ""it's summer"", 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'summer', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'it will be night', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': ""it's full"", 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'science', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'strange day', 'answer_confidence': 'yes', 'answer_id': 10}]",20099,other
how many,3,"[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 10}]",20128,number
will the,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20128,yes/no
what is in the,bird,"[{'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'bird', 'answer_confidence': 'yes', 'answer_id': 10}]",20128,other
how many,0,"[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '0', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '0', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 10}]",20102,number
is the woman,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20102,yes/no
what is the,fat,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pear', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'fat', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'chunky', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'fat', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'chubby', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'chubby', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'obese', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'heavy set', 'answer_confidence': 'maybe', 'answer_id': 10}]",20102,other
why is the,food,"[{'answer': 'to eat', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'hunting', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'to eat', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'hungry', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'to eat', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'hunger', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'eat it', 'answer_confidence': 'yes', 'answer_id': 10}]",20069,other
what is,sun,"[{'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'sun', 'answer_confidence': 'yes', 'answer_id': 10}]",20069,other
what,y,"[{'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 't', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'y', 'answer_confidence': 'yes', 'answer_id': 10}]",20069,other
does the,dog,"[{'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'dog', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'both', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'cat', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'dog', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'dog', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'cat', 'answer_confidence': 'yes', 'answer_id': 10}]",20057,other
how many pillows,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20057,number
what is the,stripes,"[{'answer': 'solid', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'striped', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'flat color', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'stripes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'stripes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'solid', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no pattern', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'none', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'stripes', 'answer_confidence': 'yes', 'answer_id': 10}]",20057,other
what color is the,red,"[{'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'red and yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'red, orange, gold', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}]",20152,other
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",20152,yes/no
how many,2,"[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",20152,number
who,right,"[{'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'boy on right', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'on right', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'other boy', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'on right', 'answer_confidence': 'yes', 'answer_id': 10}]",20013,other
will the,no,"[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20013,yes/no
what is,steak,"[{'answer': 'meat', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'steak and corn', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'steak', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'meat', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'steak, corn', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'steak and corn', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'meat', 'answer_confidence': 'yes', 'answer_id': 10}]",20013,other
what is on the,butterfly,"[{'answer': 'butterflies', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'girl', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'butterflies', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'leaves', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'butterfly', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'leaves', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'leaves', 'answer_confidence': 'yes', 'answer_id': 10}]",20090,other
are there,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20090,yes/no
are,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20090,yes/no
what is on the,food,"[{'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'desert', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cake', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'cake', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'food', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'food', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'food', 'answer_confidence': 'maybe', 'answer_id': 10}]",20083,other
what is on the,banana split,"[{'answer': 'cupcakes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'banana split', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cake', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'plate of food', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'banana split', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'cake', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'food', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'cupcakes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'banana split', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 10}]",20083,other
is the dog,sleeping,"[{'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'asleep', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'sleeping', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'sleep', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'asleep', 'answer_confidence': 'yes', 'answer_id': 10}]",20083,other
