index,img_id,img_path,qu_id,qu_sentence,qu_tokens,all_ans,valid_ans
5304,2113,preprocessed/img\img_train\abstract_v002_train2015_000000002113.png,21130,Can fake chewy items that resemble the white thing in the girl's hand be bought?,"['can', 'fake', 'chewy', 'items', 'that', 'resemble', 'the', 'white', 'thing', 'in', 'the', 'girl', ""'"", 's', 'hand', 'be', 'bought', '?']",['yes'],['yes']
5305,2113,preprocessed/img\img_train\abstract_v002_train2015_000000002113.png,21131,Is the child alone?,"['is', 'the', 'child', 'alone', '?']","['yes', 'no']","['yes', 'no']"
5306,2113,preprocessed/img\img_train\abstract_v002_train2015_000000002113.png,21132,Who is in dog bed?,"['who', 'is', 'in', 'dog', 'bed', '?']","['dog', 'kitten', 'cat']","['dog', 'kitten', 'cat']"
5307,2887,preprocessed/img\img_train\abstract_v002_train2015_000000002887.png,28872,Is the boy holding a ball?,"['is', 'the', 'boy', 'holding', 'a', 'ball', '?']",['yes'],['yes']
5308,2887,preprocessed/img\img_train\abstract_v002_train2015_000000002887.png,28870,What sport is the couple playing?,"['what', 'sport', 'is', 'the', 'couple', 'playing', '?']",['baseball'],['baseball']
5309,2887,preprocessed/img\img_train\abstract_v002_train2015_000000002887.png,28871,Are these boys twins?,"['are', 'these', 'boys', 'twins', '?']","['yes', 'maybe']","['yes', 'maybe']"
5310,1306,preprocessed/img\img_train\abstract_v002_train2015_000000001306.png,13060,What pattern is on the blanket?,"['what', 'pattern', 'is', 'on', 'the', 'blanket', '?']","['checkers', 'checkered', 'checks', 'checked', 'checker', 'checkerboard']","['checkers', 'checkered', 'checks', 'checked', 'checker', 'checkerboard']"
5311,1306,preprocessed/img\img_train\abstract_v002_train2015_000000001306.png,13061,Is the man sitting on the blanket?,"['is', 'the', 'man', 'sitting', 'on', 'the', 'blanket', '?']",['yes'],['yes']
5312,1306,preprocessed/img\img_train\abstract_v002_train2015_000000001306.png,13062,Is the bottle empty?,"['is', 'the', 'bottle', 'empty', '?']","['yes', 'no']","['yes', 'no']"
5313,2302,preprocessed/img\img_train\abstract_v002_train2015_000000002302.png,23020,What is sitting on the log?,"['what', 'is', 'sitting', 'on', 'the', 'log', '?']",['cat'],['cat']
5314,2302,preprocessed/img\img_train\abstract_v002_train2015_000000002302.png,23021,Does the boy think the scooter is fun to ride?,"['does', 'the', 'boy', 'think', 'the', 'scooter', 'is', 'fun', 'to', 'ride', '?']",['yes'],['yes']
5315,2302,preprocessed/img\img_train\abstract_v002_train2015_000000002302.png,23022,What color are the flowers?,"['what', 'color', 'are', 'the', 'flowers', '?']",['yellow'],['yellow']
5316,2361,preprocessed/img\img_train\abstract_v002_train2015_000000002361.png,23610,Are the girls legs crossed?,"['are', 'the', 'girls', 'legs', 'crossed', '?']",['yes'],['yes']
5317,2361,preprocessed/img\img_train\abstract_v002_train2015_000000002361.png,23611,How is the weather?,"['how', 'is', 'the', 'weather', '?']",['sunny'],['sunny']
5318,2361,preprocessed/img\img_train\abstract_v002_train2015_000000002361.png,23612,Is the girl meditating?,"['is', 'the', 'girl', 'meditating', '?']","['yes', 'no']","['yes', 'no']"
5319,2350,preprocessed/img\img_train\abstract_v002_train2015_000000002350.png,23500,What is in the water?,"['what', 'is', 'in', 'the', 'water', '?']","['duck', 'bird', 'ducks']","['duck', 'bird', 'ducks']"
5320,2350,preprocessed/img\img_train\abstract_v002_train2015_000000002350.png,23501,Where are the ducks?,"['where', 'are', 'the', 'ducks', '?']","['pond', 'in and around pond', 'pon', 'on pond', 'in pond', 'near and in pond', 'in or beside pond']","['pond', 'in and around pond', 'pon', 'on pond', 'in pond', 'near and in pond', 'in or beside pond']"
5321,2350,preprocessed/img\img_train\abstract_v002_train2015_000000002350.png,23502,How many squirrels are there?,"['how', 'many', 'squirrels', 'are', 'there', '?']",['2'],['2']
5322,1472,preprocessed/img\img_train\abstract_v002_train2015_000000001472.png,14720,What color is the chair near the boy?,"['what', 'color', 'is', 'the', 'chair', 'near', 'the', 'boy', '?']","['light blue', 'blue', 'lavender']","['light blue', 'blue', 'lavender']"
5323,1472,preprocessed/img\img_train\abstract_v002_train2015_000000001472.png,14721,What is the red fruit you see on the table?,"['what', 'is', 'the', 'red', 'fruit', 'you', 'see', 'on', 'the', 'table', '?']",['watermelon'],['watermelon']
5324,1472,preprocessed/img\img_train\abstract_v002_train2015_000000001472.png,14722,What color are the chairs?,"['what', 'color', 'are', 'the', 'chairs', '?']",['blue'],['blue']
5325,3794,preprocessed/img\img_train\abstract_v002_train2015_000000003794.png,37940,What are they drinking?,"['what', 'are', 'they', 'drinking', '?']",['wine'],['wine']
5326,3794,preprocessed/img\img_train\abstract_v002_train2015_000000003794.png,37941,What color are the curtains?,"['what', 'color', 'are', 'the', 'curtains', '?']","['pink', 'white']","['pink', 'white']"
5327,3794,preprocessed/img\img_train\abstract_v002_train2015_000000003794.png,37942,Where is the pie?,"['where', 'is', 'the', 'pie', '?']","['on table', 'table']","['on table', 'table']"
5328,1084,preprocessed/img\img_train\abstract_v002_train2015_000000001084.png,10840,Who is on the sidewalk?,"['who', 'is', 'on', 'the', 'sidewalk', '?']","['man', 'young man', 'boy']","['boy', 'man', 'young man']"
5329,1084,preprocessed/img\img_train\abstract_v002_train2015_000000001084.png,10841,Is anything blocking the sidewalk?,"['is', 'anything', 'blocking', 'the', 'sidewalk', '?']","['yes', 'shrubs', 'no']","['yes', 'shrubs', 'no']"
5330,1084,preprocessed/img\img_train\abstract_v002_train2015_000000001084.png,10842,Is this man scared to walk past the forest?,"['is', 'this', 'man', 'scared', 'to', 'walk', 'past', 'the', 'forest', '?']","['yes', 'no']","['yes', 'no']"
5331,1022,preprocessed/img\img_train\abstract_v002_train2015_000000001022.png,10220,What is sitting in the middle of the table?,"['what', 'is', 'sitting', 'in', 'the', 'middle', 'of', 'the', 'table', '?']",['pie'],['pie']
5332,1022,preprocessed/img\img_train\abstract_v002_train2015_000000001022.png,10221,Is the little dog scratching it's but on the woman's' leg?,"['is', 'the', 'little', 'dog', 'scratching', 'it', ""'"", 's', 'but', 'on', 'the', 'woman', ""'"", 's', ""'"", 'leg', '?']","['no he is standing near', 'yes', 'no']","['no he is standing near', 'yes', 'no']"
5333,1022,preprocessed/img\img_train\abstract_v002_train2015_000000001022.png,10222,Is the woman sitting at the table?,"['is', 'the', 'woman', 'sitting', 'at', 'the', 'table', '?']",['no'],['no']
5334,2593,preprocessed/img\img_train\abstract_v002_train2015_000000002593.png,25930,Is the woman about to do something with the fire?,"['is', 'the', 'woman', 'about', 'to', 'do', 'something', 'with', 'the', 'fire', '?']","['yes', 'no', 'blow air']","['yes', 'no', 'blow air']"
5335,2593,preprocessed/img\img_train\abstract_v002_train2015_000000002593.png,25931,What is the woman holding on her hand?,"['what', 'is', 'the', 'woman', 'holding', 'on', 'her', 'hand', '?']","['piece of pie', 'pie', 'slice of pie']","['piece of pie', 'pie', 'slice of pie']"
5336,2593,preprocessed/img\img_train\abstract_v002_train2015_000000002593.png,25932,Is the fire lit?,"['is', 'the', 'fire', 'lit', '?']",['yes'],['yes']
5337,2176,preprocessed/img\img_train\abstract_v002_train2015_000000002176.png,21760,Is the girl jumping rope?,"['is', 'the', 'girl', 'jumping', 'rope', '?']",['yes'],['yes']
5338,2176,preprocessed/img\img_train\abstract_v002_train2015_000000002176.png,21761,Is this young girl playing with a jump rope?,"['is', 'this', 'young', 'girl', 'playing', 'with', 'a', 'jump', 'rope', '?']",['yes'],['yes']
5339,2176,preprocessed/img\img_train\abstract_v002_train2015_000000002176.png,21762,Does the shortest person have hair?,"['does', 'the', 'shortest', 'person', 'have', 'hair', '?']",['no'],['no']
5340,2152,preprocessed/img\img_train\abstract_v002_train2015_000000002152.png,21520,What are the girls doing?,"['what', 'are', 'the', 'girls', 'doing', '?']","['looking', 'talking', 'laughing', 'walking', 'standing', 'waving', 'pointing', 'playing']","['looking', 'talking', 'laughing', 'walking', 'standing', 'waving', 'pointing', 'playing']"
5341,2152,preprocessed/img\img_train\abstract_v002_train2015_000000002152.png,21521,Would the girls be able to sit on the blanket and lean on the log at the same time?,"['would', 'the', 'girls', 'be', 'able', 'to', 'sit', 'on', 'the', 'blanket', 'and', 'lean', 'on', 'the', 'log', 'at', 'the', 'same', 'time', '?']",['yes'],['yes']
5342,2152,preprocessed/img\img_train\abstract_v002_train2015_000000002152.png,21522,How many clouds are in the sky?,"['how', 'many', 'clouds', 'are', 'in', 'the', 'sky', '?']","['1', '2']","['1', '2']"
5343,2622,preprocessed/img\img_train\abstract_v002_train2015_000000002622.png,26220,What are the people drinking?,"['what', 'are', 'the', 'people', 'drinking', '?']",['wine'],['wine']
5344,2622,preprocessed/img\img_train\abstract_v002_train2015_000000002622.png,26221,What are they doing?,"['what', 'are', 'they', 'doing', '?']","['drinking wine', 'having drinks', 'drinking', 'getting drunk', 'smiling']","['drinking wine', 'having drinks', 'drinking', 'getting drunk', 'smiling']"
5345,2622,preprocessed/img\img_train\abstract_v002_train2015_000000002622.png,26222,Is there a dog in the picture?,"['is', 'there', 'a', 'dog', 'in', 'the', 'picture', '?']",['yes'],['yes']
5346,1640,preprocessed/img\img_train\abstract_v002_train2015_000000001640.png,16400,What color are the female on the right's eyes?,"['what', 'color', 'are', 'the', 'female', 'on', 'the', 'right', ""'"", 's', 'eyes', '?']","['black', 'brown']","['black', 'brown']"
5347,1640,preprocessed/img\img_train\abstract_v002_train2015_000000001640.png,16401,Is the dog asleep?,"['is', 'the', 'dog', 'asleep', '?']","['yes', 'probably']","['yes', 'probably']"
5348,1640,preprocessed/img\img_train\abstract_v002_train2015_000000001640.png,16402,Is the puppy sleeping?,"['is', 'the', 'puppy', 'sleeping', '?']",['yes'],['yes']
5349,85,preprocessed/img\img_train\abstract_v002_train2015_000000000085.png,850,Is the woman having fun?,"['is', 'the', 'woman', 'having', 'fun', '?']",['yes'],['yes']
5350,85,preprocessed/img\img_train\abstract_v002_train2015_000000000085.png,851,How many bikes are there?,"['how', 'many', 'bikes', 'are', 'there', '?']",['1'],['1']
5351,85,preprocessed/img\img_train\abstract_v002_train2015_000000000085.png,852,Is the woman to old for the slide?,"['is', 'the', 'woman', 'to', 'old', 'for', 'the', 'slide', '?']","['yes', 'no']","['yes', 'no']"
5352,2779,preprocessed/img\img_train\abstract_v002_train2015_000000002779.png,27792,Is the man watching the kitten?,"['is', 'the', 'man', 'watching', 'the', 'kitten', '?']","['yes', 'no']","['yes', 'no']"
5353,2779,preprocessed/img\img_train\abstract_v002_train2015_000000002779.png,27790,What is the little kitty doing on the stool?,"['what', 'is', 'the', 'little', 'kitty', 'doing', 'on', 'the', 'stool', '?']","['standing', 'jumping']","['standing', 'jumping']"
5354,2779,preprocessed/img\img_train\abstract_v002_train2015_000000002779.png,27791,How many books are there?,"['how', 'many', 'books', 'are', 'there', '?']",['0'],['0']
5355,12,preprocessed/img\img_train\abstract_v002_train2015_000000000012.png,120,Is the grass brown?,"['is', 'the', 'grass', 'brown', '?']",['no'],['no']
5356,12,preprocessed/img\img_train\abstract_v002_train2015_000000000012.png,121,What is in the water?,"['what', 'is', 'in', 'the', 'water', '?']","['fish and duck', 'duck and fish']","['fish and duck', 'duck and fish']"
5357,12,preprocessed/img\img_train\abstract_v002_train2015_000000000012.png,122,What type of bird in the tree?,"['what', 'type', 'of', 'bird', 'in', 'the', 'tree', '?']","['crow', 'bald eagle', 'eagle']","['crow', 'bald eagle', 'eagle']"
5358,3427,preprocessed/img\img_train\abstract_v002_train2015_000000003427.png,34272,Why are the shadows going in different directions on the wall?,"['why', 'are', 'the', 'shadows', 'going', 'in', 'different', 'directions', 'on', 'the', 'wall', '?']","['light position', 'yes', 'different sources of light', 'matrix', 'different light sources', 'there is more than one lights', 'they just are', 'reflections', 'my best guess is sun']","['light position', 'yes', 'different sources of light', 'matrix', 'different light sources', 'there is more than one lights', 'they just are', 'reflections', 'my best guess is sun']"
5359,3427,preprocessed/img\img_train\abstract_v002_train2015_000000003427.png,34270,Is there a tv in the room?,"['is', 'there', 'a', 'tv', 'in', 'the', 'room', '?']",['no'],['no']
5360,3427,preprocessed/img\img_train\abstract_v002_train2015_000000003427.png,34271,Is the dog's tail straight or curled?,"['is', 'the', 'dog', ""'"", 's', 'tail', 'straight', 'or', 'curled', '?']",['curled'],['curled']
5361,1962,preprocessed/img\img_train\abstract_v002_train2015_000000001962.png,19620,Is she watching TV?,"['is', 'she', 'watching', 'tv', '?']",['yes'],['yes']
5362,1962,preprocessed/img\img_train\abstract_v002_train2015_000000001962.png,19621,What color is the rug?,"['what', 'color', 'is', 'the', 'rug', '?']","['red', 'red and gold']","['red', 'red and gold']"
5363,1962,preprocessed/img\img_train\abstract_v002_train2015_000000001962.png,19622,What is warming the room?,"['what', 'is', 'warming', 'the', 'room', '?']","['fireplace', 'fire']","['fireplace', 'fire']"
5364,646,preprocessed/img\img_train\abstract_v002_train2015_000000000646.png,6460,How many animals can you see?,"['how', 'many', 'animals', 'can', 'you', 'see', '?']","['6', '5', '3']","['3', '5', '6']"
5365,646,preprocessed/img\img_train\abstract_v002_train2015_000000000646.png,6461,Where is the man?,"['where', 'is', 'the', 'man', '?']","['sitting on log', 'on log', 'park', 'log']","['sitting on log', 'on log', 'log', 'park']"
5366,646,preprocessed/img\img_train\abstract_v002_train2015_000000000646.png,6462,Is the raccoon watching the man?,"['is', 'the', 'raccoon', 'watching', 'the', 'man', '?']","['yes', 'no']","['yes', 'no']"
5367,2213,preprocessed/img\img_train\abstract_v002_train2015_000000002213.png,22130,Is the little girl happy to see the man?,"['is', 'the', 'little', 'girl', 'happy', 'to', 'see', 'the', 'man', '?']",['yes'],['yes']
5368,2213,preprocessed/img\img_train\abstract_v002_train2015_000000002213.png,22131,What color is the wall?,"['what', 'color', 'is', 'the', 'wall', '?']","['tan', 'beige', 'peach', 'white', 'pink']","['tan', 'beige', 'peach', 'white', 'pink']"
5369,2213,preprocessed/img\img_train\abstract_v002_train2015_000000002213.png,22132,Is there food on the table?,"['is', 'there', 'food', 'on', 'the', 'table', '?']",['yes'],['yes']
5370,1058,preprocessed/img\img_train\abstract_v002_train2015_000000001058.png,10580,Is she serving the man?,"['is', 'she', 'serving', 'the', 'man', '?']","['yes', 'no']","['yes', 'no']"
5371,1058,preprocessed/img\img_train\abstract_v002_train2015_000000001058.png,10581,What color are the bottles?,"['what', 'color', 'are', 'the', 'bottles', '?']",['green'],['green']
5372,1058,preprocessed/img\img_train\abstract_v002_train2015_000000001058.png,10582,What kind of shoes is she wearing?,"['what', 'kind', 'of', 'shoes', 'is', 'she', 'wearing', '?']","['flats', 'heels', 'casual', 'pumps', 'ballet', 'high heels']","['flats', 'heels', 'casual', 'pumps', 'ballet', 'high heels']"
5373,1630,preprocessed/img\img_train\abstract_v002_train2015_000000001630.png,16300,Is the woman reaching for the fallen apple under the tree?,"['is', 'the', 'woman', 'reaching', 'for', 'the', 'fallen', 'apple', 'under', 'the', 'tree', '?']",['no'],['no']
5374,1630,preprocessed/img\img_train\abstract_v002_train2015_000000001630.png,16301,Did the cat knock the baby over?,"['did', 'the', 'cat', 'knock', 'the', 'baby', 'over', '?']","['maybe', 'no']","['maybe', 'no']"
5375,1630,preprocessed/img\img_train\abstract_v002_train2015_000000001630.png,16302,Has the pie been cut?,"['has', 'the', 'pie', 'been', 'cut', '?']",['no'],['no']
5376,2615,preprocessed/img\img_train\abstract_v002_train2015_000000002615.png,26152,What is lying in ground?,"['what', 'is', 'lying', 'in', 'ground', '?']","['dog and picnic blanket', 'picnic blanket and dog', 'blanket and dog', 'dog', 'blanket']","['dog and picnic blanket', 'picnic blanket and dog', 'blanket and dog', 'dog', 'blanket']"
5377,2615,preprocessed/img\img_train\abstract_v002_train2015_000000002615.png,26150,Does the female have the equipment or supplies needed to extinguish the blaze?,"['does', 'the', 'female', 'have', 'the', 'equipment', 'or', 'supplies', 'needed', 'to', 'extinguish', 'the', 'blaze', '?']",['no'],['no']
5378,2615,preprocessed/img\img_train\abstract_v002_train2015_000000002615.png,26151,Do all the trees have leaves?,"['do', 'all', 'the', 'trees', 'have', 'leaves', '?']",['no'],['no']
5379,1766,preprocessed/img\img_train\abstract_v002_train2015_000000001766.png,17660,What color is the woman's top?,"['what', 'color', 'is', 'the', 'woman', ""'"", 's', 'top', '?']",['blue'],['blue']
5380,1766,preprocessed/img\img_train\abstract_v002_train2015_000000001766.png,17661,Is the woman doing karate?,"['is', 'the', 'woman', 'doing', 'karate', '?']",['no'],['no']
5381,1766,preprocessed/img\img_train\abstract_v002_train2015_000000001766.png,17662,What color is the book?,"['what', 'color', 'is', 'the', 'book', '?']",['red'],['red']
5382,1638,preprocessed/img\img_train\abstract_v002_train2015_000000001638.png,16380,What color is her hair?,"['what', 'color', 'is', 'her', 'hair', '?']","['red', 'brown']","['red', 'brown']"
5383,1638,preprocessed/img\img_train\abstract_v002_train2015_000000001638.png,16381,Is she laughing about something she read?,"['is', 'she', 'laughing', 'about', 'something', 'she', 'read', '?']",['yes'],['yes']
5384,1638,preprocessed/img\img_train\abstract_v002_train2015_000000001638.png,16382,Does the plant get sunlight?,"['does', 'the', 'plant', 'get', 'sunlight', '?']",['yes'],['yes']
5385,461,preprocessed/img\img_train\abstract_v002_train2015_000000000461.png,4610,What objects are on the table?,"['what', 'objects', 'are', 'on', 'the', 'table', '?']","['wine glass; book; scissors', 'book, quill, glass of wine', 'book, scissors, and drink', 'objects are book, wine and silverware', 'glass of wine and book', 'book and wine', 'wine glass, scissors, book', 'glass scissors book', 'wine glass, scissors, notebook', 'book glass']","['glass of wine and book', 'book glass', 'book and wine', 'glass scissors book']"
5386,461,preprocessed/img\img_train\abstract_v002_train2015_000000000461.png,4611,Does she have a pet bird?,"['does', 'she', 'have', 'a', 'pet', 'bird', '?']",['no'],['no']
5387,461,preprocessed/img\img_train\abstract_v002_train2015_000000000461.png,4612,Is she eating?,"['is', 'she', 'eating', '?']",['no'],['no']
5388,1451,preprocessed/img\img_train\abstract_v002_train2015_000000001451.png,14512,Will the children use the jump rope to catch the birds?,"['will', 'the', 'children', 'use', 'the', 'jump', 'rope', 'to', 'catch', 'the', 'birds', '?']",['no'],['no']
5389,1451,preprocessed/img\img_train\abstract_v002_train2015_000000001451.png,14510,What color is the shovel?,"['what', 'color', 'is', 'the', 'shovel', '?']",['red'],['red']
5390,1451,preprocessed/img\img_train\abstract_v002_train2015_000000001451.png,14511,What sports ball is present?,"['what', 'sports', 'ball', 'is', 'present', '?']","['soccer', 'soccer ball']","['soccer', 'soccer ball']"
5391,1252,preprocessed/img\img_train\abstract_v002_train2015_000000001252.png,12520,What color is the wine bottle?,"['what', 'color', 'is', 'the', 'wine', 'bottle', '?']","['green, white, red cap', 'green and white', 'green']","['green and white', 'green']"
5392,1252,preprocessed/img\img_train\abstract_v002_train2015_000000001252.png,12521,What is the color of the chair?,"['what', 'is', 'the', 'color', 'of', 'the', 'chair', '?']",['blue'],['blue']
5393,1252,preprocessed/img\img_train\abstract_v002_train2015_000000001252.png,12522,Where is her pet?,"['where', 'is', 'her', 'pet', '?']","['sleep on floor', 'under window on right', 'beneath window', 'sleeping under window', 'under window', 'floor', 'under window on floor on right', 'by window']","['by window', 'beneath window', 'under window on right', 'sleeping under window', 'under window', 'floor', 'under window on floor on right', 'sleep on floor']"
5394,1156,preprocessed/img\img_train\abstract_v002_train2015_000000001156.png,11560,Are her feet on the floor?,"['are', 'her', 'feet', 'on', 'the', 'floor', '?']",['no'],['no']
5395,1156,preprocessed/img\img_train\abstract_v002_train2015_000000001156.png,11561,How many plants?,"['how', 'many', 'plants', '?']",['2'],['2']
5396,1156,preprocessed/img\img_train\abstract_v002_train2015_000000001156.png,11562,Is she standing?,"['is', 'she', 'standing', '?']",['no'],['no']
5397,3185,preprocessed/img\img_train\abstract_v002_train2015_000000003185.png,31850,What kind of food is on the BBQ?,"['what', 'kind', 'of', 'food', 'is', 'on', 'the', 'bbq', '?']","['steak', 'afternoon', 'meat', 'steaks', 'steaks and hot dogs', 'chops']","['steak', 'afternoon', 'meat', 'steaks', 'steaks and hot dogs', 'chops']"
5398,3185,preprocessed/img\img_train\abstract_v002_train2015_000000003185.png,31851,Is the sun shining?,"['is', 'the', 'sun', 'shining', '?']",['yes'],['yes']
5399,3185,preprocessed/img\img_train\abstract_v002_train2015_000000003185.png,31852,What color is the woman's trouser?,"['what', 'color', 'is', 'the', 'woman', ""'"", 's', 'trouser', '?']",['red'],['red']
5400,2532,preprocessed/img\img_train\abstract_v002_train2015_000000002532.png,25320,Is the sofa on fire?,"['is', 'the', 'sofa', 'on', 'fire', '?']","['not yet', 'no']","['not yet', 'no']"
5401,2532,preprocessed/img\img_train\abstract_v002_train2015_000000002532.png,25321,What is in front of the dog?,"['what', 'is', 'in', 'front', 'of', 'the', 'dog', '?']",['bone'],['bone']
5402,2532,preprocessed/img\img_train\abstract_v002_train2015_000000002532.png,25322,Can the door be opened fully?,"['can', 'the', 'door', 'be', 'opened', 'fully', '?']","['yes', 'no']","['yes', 'no']"
5403,1725,preprocessed/img\img_train\abstract_v002_train2015_000000001725.png,17250,What is the man doing?,"['what', 'is', 'the', 'man', 'doing', '?']","['cooking ribs', 'grilling', 'cooking', 'bbq', 'grilling ribs', 'barbecuing']","['cooking ribs', 'grilling', 'cooking', 'bbq', 'grilling ribs', 'barbecuing']"
5404,1725,preprocessed/img\img_train\abstract_v002_train2015_000000001725.png,17251,Is the man sitting?,"['is', 'the', 'man', 'sitting', '?']",['no'],['no']
5405,1725,preprocessed/img\img_train\abstract_v002_train2015_000000001725.png,17252,What is in his hand?,"['what', 'is', 'in', 'his', 'hand', '?']","['clippers', 'tongs']","['clippers', 'tongs']"
5406,3629,preprocessed/img\img_train\abstract_v002_train2015_000000003629.png,36290,What is the man drinking from?,"['what', 'is', 'the', 'man', 'drinking', 'from', '?']","['glass', 'cup']","['glass', 'cup']"
5407,3629,preprocessed/img\img_train\abstract_v002_train2015_000000003629.png,36291,Which item of the man's clothing matches the sofa?,"['which', 'item', 'of', 'the', 'man', ""'"", 's', 'clothing', 'matches', 'the', 'sofa', '?']",['shirt'],['shirt']
5408,3629,preprocessed/img\img_train\abstract_v002_train2015_000000003629.png,36292,How many paintings are on the wall?,"['how', 'many', 'paintings', 'are', 'on', 'the', 'wall', '?']",['2'],['2']
5409,907,preprocessed/img\img_train\abstract_v002_train2015_000000000907.png,9072,How many people are there?,"['how', 'many', 'people', 'are', 'there', '?']",['2'],['2']
5410,907,preprocessed/img\img_train\abstract_v002_train2015_000000000907.png,9070,Are they roasting marshmallows?,"['are', 'they', 'roasting', 'marshmallows', '?']",['yes'],['yes']
5411,907,preprocessed/img\img_train\abstract_v002_train2015_000000000907.png,9071,Is it cloudy?,"['is', 'it', 'cloudy', '?']","['yes', 'no']","['yes', 'no']"
5412,3768,preprocessed/img\img_train\abstract_v002_train2015_000000003768.png,37680,Which part of the meal are the couples enjoying?,"['which', 'part', 'of', 'the', 'meal', 'are', 'the', 'couples', 'enjoying', '?']","['dessert', 'dinner']","['dessert', 'dinner']"
5413,3768,preprocessed/img\img_train\abstract_v002_train2015_000000003768.png,37681,How many windows?,"['how', 'many', 'windows', '?']",['2'],['2']
5414,3768,preprocessed/img\img_train\abstract_v002_train2015_000000003768.png,37682,How many slices of pie on the table?,"['how', 'many', 'slices', 'of', 'pie', 'on', 'the', 'table', '?']",['4'],['4']
5415,368,preprocessed/img\img_train\abstract_v002_train2015_000000000368.png,3680,Are these people vegetarians?,"['are', 'these', 'people', 'vegetarians', '?']","['my best guess is no', 'no']","['my best guess is no', 'no']"
5416,368,preprocessed/img\img_train\abstract_v002_train2015_000000000368.png,3681,How much of the sun can you see?,"['how', 'much', 'of', 'the', 'sun', 'can', 'you', 'see', '?']","['3/4', 'almost all of it', 'most of it', 'almost all', 'mostly', 'most']","['almost all of it', 'most of it', 'almost all', 'mostly', 'most']"
5417,368,preprocessed/img\img_train\abstract_v002_train2015_000000000368.png,3682,How many plates are on the cloth?,"['how', 'many', 'plates', 'are', 'on', 'the', 'cloth', '?']",['2'],['2']
5418,2153,preprocessed/img\img_train\abstract_v002_train2015_000000002153.png,21530,Is the woman reaching to take off her shoes?,"['is', 'the', 'woman', 'reaching', 'to', 'take', 'off', 'her', 'shoes', '?']","['yes', 'no']","['yes', 'no']"
5419,2153,preprocessed/img\img_train\abstract_v002_train2015_000000002153.png,21531,Is the young lady sad?,"['is', 'the', 'young', 'lady', 'sad', '?']","['yes', 'hot outside', 'no', 'my best guess is no']","['yes', 'hot outside', 'no', 'my best guess is no']"
5420,2153,preprocessed/img\img_train\abstract_v002_train2015_000000002153.png,21532,Is she going to swim in the pond?,"['is', 'she', 'going', 'to', 'swim', 'in', 'the', 'pond', '?']",['no'],['no']
5421,603,preprocessed/img\img_train\abstract_v002_train2015_000000000603.png,6032,Is that fireplace safe?,"['is', 'that', 'fireplace', 'safe', '?']","['yes', 'no']","['yes', 'no']"
5422,603,preprocessed/img\img_train\abstract_v002_train2015_000000000603.png,6030,Are the sofas facing each other?,"['are', 'the', 'sofas', 'facing', 'each', 'other', '?']",['yes'],['yes']
5423,603,preprocessed/img\img_train\abstract_v002_train2015_000000000603.png,6031,What is the woman holding?,"['what', 'is', 'the', 'woman', 'holding', '?']","['cat toy', 'ball of yarn', 'yarn']","['cat toy', 'ball of yarn', 'yarn']"
5424,3828,preprocessed/img\img_train\abstract_v002_train2015_000000003828.png,38280,Is the cat afraid to jump down?,"['is', 'the', 'cat', 'afraid', 'to', 'jump', 'down', '?']","['yes', 'no']","['yes', 'no']"
5425,3828,preprocessed/img\img_train\abstract_v002_train2015_000000003828.png,38281,Is there a fire?,"['is', 'there', 'a', 'fire', '?']",['yes'],['yes']
5426,3828,preprocessed/img\img_train\abstract_v002_train2015_000000003828.png,38282,Will the cat get burned from sitting on the mantle?,"['will', 'the', 'cat', 'get', 'burned', 'from', 'sitting', 'on', 'the', 'mantle', '?']","['yes', 'no']","['yes', 'no']"
5427,264,preprocessed/img\img_train\abstract_v002_train2015_000000000264.png,2640,What color is this cat?,"['what', 'color', 'is', 'this', 'cat', '?']","['yellow', 'yellow and white']","['yellow', 'yellow and white']"
5428,264,preprocessed/img\img_train\abstract_v002_train2015_000000000264.png,2641,What is the cat doing?,"['what', 'is', 'the', 'cat', 'doing', '?']","['standing on hind legs with front paws on table', 'being curious', 'trying to get food', 'leaping', 'jumping', 'looking at deserts', 'stretching', 'chasing dog', 'pouncing']","['trying to get food', 'standing on hind legs with front paws on table', 'being curious', 'leaping', 'jumping', 'looking at deserts', 'stretching', 'chasing dog', 'pouncing']"
5429,264,preprocessed/img\img_train\abstract_v002_train2015_000000000264.png,2642,Are the cat and the dog having fun?,"['are', 'the', 'cat', 'and', 'the', 'dog', 'having', 'fun', '?']",['yes'],['yes']
5430,2778,preprocessed/img\img_train\abstract_v002_train2015_000000002778.png,27780,How many birds?,"['how', 'many', 'birds', '?']",['4'],['4']
5431,2778,preprocessed/img\img_train\abstract_v002_train2015_000000002778.png,27781,Is the woman on the scooter wearing deodorant?,"['is', 'the', 'woman', 'on', 'the', 'scooter', 'wearing', 'deodorant', '?']","['yes', 'maybe', 'probably']","['yes', 'maybe', 'probably']"
5432,2778,preprocessed/img\img_train\abstract_v002_train2015_000000002778.png,27782,Where is the duck?,"['where', 'is', 'the', 'duck', '?']","['behind bush', 'grass', 'beside tree', 'nowhere', 'no duck in image', 'right', 'in pond', 'not in picture']","['behind bush', 'grass', 'beside tree', 'nowhere', 'no duck in image', 'right', 'in pond', 'not in picture']"
5433,2393,preprocessed/img\img_train\abstract_v002_train2015_000000002393.png,23930,How many animals are there?,"['how', 'many', 'animals', 'are', 'there', '?']",['1'],['1']
